n,theta_rad,theta_deg,axis,target_qubit,function,error_position,P0,success_probability,std_error,shots
1,2.2689280275926285,130.0,Y,0,balanced_parity,E2_after_first_H,0.7998046875,0.2001953125,0.012504575309264436,1024
1,2.2689280275926285,130.0,Y,0,balanced_parity,E3_after_oracle,0.833984375,0.166015625,0.0116279581777144,1024
1,2.2689280275926285,130.0,Y,0,balanced_parity,E4_after_final_H,0.8232421875,0.1767578125,0.011920737913508273,1024
1,2.2689280275926285,130.0,Z,0,balanced_parity,no_error,0.0,1.0,0.0,1024
1,2.2689280275926285,130.0,Z,0,balanced_parity,E1_before_H,0.0,1.0,0.0,1024
1,2.2689280275926285,130.0,Z,0,balanced_parity,E2_after_first_H,0.8310546875,0.1689453125,0.011709487751503675,1024
1,2.2689280275926285,130.0,Z,0,balanced_parity,E3_after_oracle,0.8349609375,0.1650390625,0.011600493757554614,1024
1,2.2689280275926285,130.0,Z,0,balanced_parity,E4_after_final_H,0.0,1.0,0.0,1024
1,2.2863813201125716,131.0,X,0,balanced_parity,no_error,0.0,1.0,0.0,1024
1,2.2863813201125716,131.0,X,0,balanced_parity,E1_before_H,0.84375,0.15625,0.011346630897092041,1024
1,2.2863813201125716,131.0,X,0,balanced_parity,E2_after_first_H,0.0,1.0,0.0,1024
1,2.2863813201125716,131.0,X,0,balanced_parity,E3_after_oracle,0.0,1.0,0.0,1024
1,2.2863813201125716,131.0,X,0,balanced_parity,E4_after_final_H,0.818359375,0.181640625,0.012048376947131319,1024
1,2.2863813201125716,131.0,Y,0,balanced_parity,no_error,0.0,1.0,0.0,1024
1,2.2863813201125716,131.0,Y,0,balanced_parity,E1_before_H,0.83203125,0.16796875,0.011682454167444898,1024
1,2.2863813201125716,131.0,Y,0,balanced_parity,E2_after_first_H,0.830078125,0.169921875,0.011736379713763068,1024
1,2.2863813201125716,131.0,Y,0,balanced_parity,E3_after_oracle,0.8193359375,0.1806640625,0.012023112468031791,1024
1,2.2863813201125716,131.0,Y,0,balanced_parity,E4_after_final_H,0.8095703125,0.1904296875,0.012270002070067681,1024
1,2.2863813201125716,131.0,Z,0,balanced_parity,no_error,0.0,1.0,0.0,1024
1,2.2863813201125716,131.0,Z,0,balanced_parity,E1_before_H,0.0,1.0,0.0,1024
1,2.2863813201125716,131.0,Z,0,balanced_parity,E2_after_first_H,0.849609375,0.150390625,0.01117043412526934,1024
1,2.2863813201125716,131.0,Z,0,balanced_parity,E3_after_oracle,0.83984375,0.16015625,0.011460965750047729,1024
1,2.2863813201125716,131.0,Z,0,balanced_parity,E4_after_final_H,0.0,1.0,0.0,1024
1,2.303834612632515,132.0,X,0,balanced_parity,no_error,0.0,1.0,0.0,1024
1,2.303834612632515,132.0,X,0,balanced_parity,E1_before_H,0.8369140625,0.1630859375,0.011545126918158703,1024
1,2.303834612632515,132.0,X,0,balanced_parity,E2_after_first_H,0.0,1.0,0.0,1024
1,2.303834612632515,132.0,X,0,balanced_parity,E3_after_oracle,0.0,1.0,0.0,1024
1,2.303834612632515,132.0,X,0,balanced_parity,E4_after_final_H,0.84765625,0.15234375,0.011229805304791918,1024
1,2.303834612632515,132.0,Y,0,balanced_parity,no_error,0.0,1.0,0.0,1024
1,2.303834612632515,132.0,Y,0,balanced_parity,E1_before_H,0.8427734375,0.1572265625,0.011375445155456486,1024
1,2.303834612632515,132.0,Y,0,balanced_parity,E2_after_first_H,0.853515625,0.146484375,0.011049723504780073,1024
1,2.303834612632515,132.0,Y,0,balanced_parity,E3_after_oracle,0.8369140625,0.1630859375,0.011545126918158703,1024
1,2.303834612632515,132.0,Y,0,balanced_parity,E4_after_final_H,0.8486328125,0.1513671875,0.011200200631588341,1024
1,2.303834612632515,132.0,Z,0,balanced_parity,no_error,0.0,1.0,0.0,1024
1,2.303834612632515,132.0,Z,0,balanced_parity,E1_before_H,0.0,1.0,0.0,1024
1,2.303834612632515,132.0,Z,0,balanced_parity,E2_after_first_H,0.8115234375,0.1884765625,0.012221632807630669,1024
1,2.303834612632515,132.0,Z,0,balanced_parity,E3_after_oracle,0.822265625,0.177734375,0.011946530735923899,1024
1,2.303834612632515,132.0,Z,0,balanced_parity,E4_after_final_H,0.0,1.0,0.0,1024
1,2.321287905152458,133.0,X,0,balanced_parity,no_error,0.0,1.0,0.0,1024
1,2.321287905152458,133.0,X,0,balanced_parity,E1_before_H,0.859375,0.140625,0.010863572002581538,1024
1,2.321287905152458,133.0,X,0,balanced_parity,E2_after_first_H,0.0,1.0,0.0,1024
1,2.321287905152458,133.0,X,0,balanced_parity,E3_after_oracle,0.0,1.0,0.0,1024
1,2.321287905152458,133.0,X,0,balanced_parity,E4_after_final_H,0.8486328125,0.1513671875,0.011200200631588341,1024
1,2.321287905152458,133.0,Y,0,balanced_parity,no_error,0.0,1.0,0.0,1024
1,2.321287905152458,133.0,Y,0,balanced_parity,E1_before_H,0.8583984375,0.1416015625,0.010895031837843147,1024
1,2.321287905152458,133.0,Y,0,balanced_parity,E2_after_first_H,0.8310546875,0.1689453125,0.011709487751503675,1024
1,2.321287905152458,133.0,Y,0,balanced_parity,E3_after_oracle,0.8515625,0.1484375,0.01111041040330347,1024
1,2.321287905152458,133.0,Y,0,balanced_parity,E4_after_final_H,0.8388671875,0.1611328125,0.011489169034926975,1024
1,2.321287905152458,133.0,Z,0,balanced_parity,no_error,0.0,1.0,0.0,1024
1,2.321287905152458,133.0,Z,0,balanced_parity,E1_before_H,0.0,1.0,0.0,1024
1,2.321287905152458,133.0,Z,0,balanced_parity,E2_after_first_H,0.8271484375,0.1728515625,0.011816215513597317,1024
1,2.321287905152458,133.0,Z,0,balanced_parity,E3_after_oracle,0.841796875,0.158203125,0.011404104945571304,1024
1,2.321287905152458,133.0,Z,0,balanced_parity,E4_after_final_H,0.0,1.0,0.0,1024
1,2.3387411976724017,134.0,X,0,balanced_parity,no_error,0.0,1.0,0.0,1024
1,2.3387411976724017,134.0,X,0,balanced_parity,E1_before_H,0.837890625,0.162109375,0.011517222393326152,1024
1,2.3387411976724017,134.0,X,0,balanced_parity,E2_after_first_H,0.0,1.0,0.0,1024
1,2.3387411976724017,134.0,X,0,balanced_parity,E3_after_oracle,0.0,1.0,0.0,1024
1,2.3387411976724017,134.0,X,0,balanced_parity,E4_after_final_H,0.8369140625,0.1630859375,0.011545126918158703,1024
1,2.3387411976724017,134.0,Y,0,balanced_parity,no_error,0.0,1.0,0.0,1024
1,2.3387411976724017,134.0,Y,0,balanced_parity,E1_before_H,0.8486328125,0.1513671875,0.011200200631588341,1024
1,2.3387411976724017,134.0,Y,0,balanced_parity,E2_after_first_H,0.84375,0.15625,0.011346630897092041,1024
1,2.3387411976724017,134.0,Y,0,balanced_parity,E3_after_oracle,0.8447265625,0.1552734375,0.011317660990670282,1024
1,2.3387411976724017,134.0,Y,0,balanced_parity,E4_after_final_H,0.8349609375,0.1650390625,0.011600493757554614,1024
1,2.3387411976724017,134.0,Z,0,balanced_parity,no_error,0.0,1.0,0.0,1024
1,2.3387411976724017,134.0,Z,0,balanced_parity,E1_before_H,0.0,1.0,0.0,1024
1,2.3387411976724017,134.0,Z,0,balanced_parity,E2_after_first_H,0.8408203125,0.1591796875,0.01143261142912065,1024
1,2.3387411976724017,134.0,Z,0,balanced_parity,E3_after_oracle,0.8369140625,0.1630859375,0.011545126918158703,1024
1,2.3387411976724017,134.0,Z,0,balanced_parity,E4_after_final_H,0.0,1.0,0.0,1024
1,2.356194490192345,135.0,X,0,balanced_parity,no_error,0.0,1.0,0.0,1024
1,2.356194490192345,135.0,X,0,balanced_parity,E1_before_H,0.8603515625,0.1396484375,0.01083193481875615,1024
1,2.356194490192345,135.0,X,0,balanced_parity,E2_after_first_H,0.0,1.0,0.0,1024
1,2.356194490192345,135.0,X,0,balanced_parity,E3_after_oracle,0.0,1.0,0.0,1024
1,2.356194490192345,135.0,X,0,balanced_parity,E4_after_final_H,0.8603515625,0.1396484375,0.01083193481875615,1024
1,2.356194490192345,135.0,Y,0,balanced_parity,no_error,0.0,1.0,0.0,1024
1,2.356194490192345,135.0,Y,0,balanced_parity,E1_before_H,0.8515625,0.1484375,0.01111041040330347,1024
1,2.356194490192345,135.0,Y,0,balanced_parity,E2_after_first_H,0.8349609375,0.1650390625,0.011600493757554614,1024
1,2.356194490192345,135.0,Y,0,balanced_parity,E3_after_oracle,0.84765625,0.15234375,0.011229805304791918,1024
1,2.356194490192345,135.0,Y,0,balanced_parity,E4_after_final_H,0.859375,0.140625,0.010863572002581538,1024
1,2.356194490192345,135.0,Z,0,balanced_parity,no_error,0.0,1.0,0.0,1024
1,2.356194490192345,135.0,Z,0,balanced_parity,E1_before_H,0.0,1.0,0.0,1024
1,2.356194490192345,135.0,Z,0,balanced_parity,E2_after_first_H,0.87109375,0.12890625,0.010471754639291588,1024
1,2.356194490192345,135.0,Z,0,balanced_parity,E3_after_oracle,0.8603515625,0.1396484375,0.01083193481875615,1024
1,2.356194490192345,135.0,Z,0,balanced_parity,E4_after_final_H,0.0,1.0,0.0,1024
1,2.3736477827122884,136.0,X,0,balanced_parity,no_error,0.0,1.0,0.0,1024
1,2.3736477827122884,136.0,X,0,balanced_parity,E1_before_H,0.85546875,0.14453125,0.010988362441863098,1024
1,2.3736477827122884,136.0,X,0,balanced_parity,E2_after_first_H,0.0,1.0,0.0,1024
1,2.3736477827122884,136.0,X,0,balanced_parity,E3_after_oracle,0.0,1.0,0.0,1024
1,2.3736477827122884,136.0,X,0,balanced_parity,E4_after_final_H,0.8544921875,0.1455078125,0.011019127944873542,1024
1,2.3736477827122884,136.0,Y,0,balanced_parity,no_error,0.0,1.0,0.0,1024
1,2.3736477827122884,136.0,Y,0,balanced_parity,E1_before_H,0.865234375,0.134765625,0.010671033153030935,1024
1,2.3736477827122884,136.0,Y,0,balanced_parity,E2_after_first_H,0.849609375,0.150390625,0.01117043412526934,1024
1,2.3736477827122884,136.0,Y,0,balanced_parity,E3_after_oracle,0.8525390625,0.1474609375,0.011080150529371712,1024
1,2.3736477827122884,136.0,Y,0,balanced_parity,E4_after_final_H,0.861328125,0.138671875,0.010800118727826144,1024
1,2.3736477827122884,136.0,Z,0,balanced_parity,no_error,0.0,1.0,0.0,1024
1,2.3736477827122884,136.0,Z,0,balanced_parity,E1_before_H,0.0,1.0,0.0,1024
1,2.3736477827122884,136.0,Z,0,balanced_parity,E2_after_first_H,0.87109375,0.12890625,0.010471754639291588,1024
1,2.3736477827122884,136.0,Z,0,balanced_parity,E3_after_oracle,0.8603515625,0.1396484375,0.01083193481875615,1024
1,2.3736477827122884,136.0,Z,0,balanced_parity,E4_after_final_H,0.0,1.0,0.0,1024
1,2.3911010752322315,137.0,X,0,balanced_parity,no_error,0.0,1.0,0.0,1024
1,2.3911010752322315,137.0,X,0,balanced_parity,E1_before_H,0.85546875,0.14453125,0.010988362441863098,1024
1,2.3911010752322315,137.0,X,0,balanced_parity,E2_after_first_H,0.0,1.0,0.0,1024
1,2.3911010752322315,137.0,X,0,balanced_parity,E3_after_oracle,0.0,1.0,0.0,1024
1,2.3911010752322315,137.0,X,0,balanced_parity,E4_after_final_H,0.8623046875,0.1376953125,0.01076812214396507,1024
1,2.3911010752322315,137.0,Y,0,balanced_parity,no_error,0.0,1.0,0.0,1024
1,2.3911010752322315,137.0,Y,0,balanced_parity,E1_before_H,0.8662109375,0.1337890625,0.01063829816957103,1024
1,2.3911010752322315,137.0,Y,0,balanced_parity,E2_after_first_H,0.859375,0.140625,0.010863572002581538,1024
1,2.3911010752322315,137.0,Y,0,balanced_parity,E3_after_oracle,0.8779296875,0.1220703125,0.010230218683997639,1024
1,2.3911010752322315,137.0,Y,0,balanced_parity,E4_after_final_H,0.85546875,0.14453125,0.010988362441863098,1024
1,2.3911010752322315,137.0,Z,0,balanced_parity,no_error,0.0,1.0,0.0,1024
1,2.3911010752322315,137.0,Z,0,balanced_parity,E1_before_H,0.0,1.0,0.0,1024
1,2.3911010752322315,137.0,Z,0,balanced_parity,E2_after_first_H,0.8544921875,0.1455078125,0.011019127944873542,1024
1,2.3911010752322315,137.0,Z,0,balanced_parity,E3_after_oracle,0.8623046875,0.1376953125,0.01076812214396507,1024
1,2.3911010752322315,137.0,Z,0,balanced_parity,E4_after_final_H,0.0,1.0,0.0,1024
1,2.4085543677521746,138.0,X,0,balanced_parity,no_error,0.0,1.0,0.0,1024
1,2.4085543677521746,138.0,X,0,balanced_parity,E1_before_H,0.8505859375,0.1494140625,0.011140504488620905,1024
1,2.4085543677521746,138.0,X,0,balanced_parity,E2_after_first_H,0.0,1.0,0.0,1024
1,2.4085543677521746,138.0,X,0,balanced_parity,E3_after_oracle,0.0,1.0,0.0,1024
1,2.4085543677521746,138.0,X,0,balanced_parity,E4_after_final_H,0.857421875,0.142578125,0.010926315856445344,1024
1,2.4085543677521746,138.0,Y,0,balanced_parity,no_error,0.0,1.0,0.0,1024
1,2.4085543677521746,138.0,Y,0,balanced_parity,E1_before_H,0.873046875,0.126953125,0.010403764204450758,1024
1,2.4085543677521746,138.0,Y,0,balanced_parity,E2_after_first_H,0.861328125,0.138671875,0.010800118727826144,1024
1,2.4085543677521746,138.0,Y,0,balanced_parity,E3_after_oracle,0.86328125,0.13671875,0.01073594345339112,1024
1,2.4085543677521746,138.0,Y,0,balanced_parity,E4_after_final_H,0.8681640625,0.1318359375,0.010572259871592103,1024
1,2.4085543677521746,138.0,Z,0,balanced_parity,no_error,0.0,1.0,0.0,1024
1,2.4085543677521746,138.0,Z,0,balanced_parity,E1_before_H,0.0,1.0,0.0,1024
1,2.4085543677521746,138.0,Z,0,balanced_parity,E2_after_first_H,0.875,0.125,0.010334966058846057,1024
1,2.4085543677521746,138.0,Z,0,balanced_parity,E3_after_oracle,0.8671875,0.1328125,0.010605374330553453,1024
1,2.4085543677521746,138.0,Z,0,balanced_parity,E4_after_final_H,0.0,1.0,0.0,1024
1,2.426007660272118,139.0,X,0,balanced_parity,no_error,0.0,1.0,0.0,1024
1,2.426007660272118,139.0,X,0,balanced_parity,E1_before_H,0.86328125,0.13671875,0.01073594345339112,1024
1,2.426007660272118,139.0,X,0,balanced_parity,E2_after_first_H,0.0,1.0,0.0,1024
1,2.426007660272118,139.0,X,0,balanced_parity,E3_after_oracle,0.0,1.0,0.0,1024
1,2.426007660272118,139.0,X,0,balanced_parity,E4_after_final_H,0.8994140625,0.1005859375,0.00939936452084651,1024
1,2.426007660272118,139.0,Y,0,balanced_parity,no_error,0.0,1.0,0.0,1024
1,2.426007660272118,139.0,Y,0,balanced_parity,E1_before_H,0.8671875,0.1328125,0.010605374330553453,1024
1,2.426007660272118,139.0,Y,0,balanced_parity,E2_after_first_H,0.8876953125,0.1123046875,0.009866904546889517,1024
1,2.426007660272118,139.0,Y,0,balanced_parity,E3_after_oracle,0.8740234375,0.1259765625,0.010369467095865153,1024
1,2.426007660272118,139.0,Y,0,balanced_parity,E4_after_final_H,0.8876953125,0.1123046875,0.009866904546889517,1024
1,2.426007660272118,139.0,Z,0,balanced_parity,no_error,0.0,1.0,0.0,1024
1,2.426007660272118,139.0,Z,0,balanced_parity,E1_before_H,0.0,1.0,0.0,1024
1,2.426007660272118,139.0,Z,0,balanced_parity,E2_after_first_H,0.87109375,0.12890625,0.010471754639291588,1024
1,2.426007660272118,139.0,Z,0,balanced_parity,E3_after_oracle,0.8759765625,0.1240234375,0.010300259044199844,1024
1,2.426007660272118,139.0,Z,0,balanced_parity,E4_after_final_H,0.0,1.0,0.0,1024
1,2.443460952792061,140.0,X,0,balanced_parity,no_error,0.0,1.0,0.0,1024
1,2.443460952792061,140.0,X,0,balanced_parity,E1_before_H,0.8798828125,0.1201171875,0.010159328800989324,1024
1,2.443460952792061,140.0,X,0,balanced_parity,E2_after_first_H,0.0,1.0,0.0,1024
1,2.443460952792061,140.0,X,0,balanced_parity,E3_after_oracle,0.0,1.0,0.0,1024
1,2.443460952792061,140.0,X,0,balanced_parity,E4_after_final_H,0.873046875,0.126953125,0.010403764204450758,1024
1,2.443460952792061,140.0,Y,0,balanced_parity,no_error,0.0,1.0,0.0,1024
1,2.443460952792061,140.0,Y,0,balanced_parity,E1_before_H,0.900390625,0.099609375,0.009358701844120158,1024
1,2.443460952792061,140.0,Y,0,balanced_parity,E2_after_first_H,0.8779296875,0.1220703125,0.010230218683997639,1024
1,2.443460952792061,140.0,Y,0,balanced_parity,E3_after_oracle,0.8701171875,0.1298828125,0.010505451873177947,1024
1,2.443460952792061,140.0,Y,0,balanced_parity,E4_after_final_H,0.8779296875,0.1220703125,0.010230218683997639,1024
1,2.443460952792061,140.0,Z,0,balanced_parity,no_error,0.0,1.0,0.0,1024
1,2.443460952792061,140.0,Z,0,balanced_parity,E1_before_H,0.0,1.0,0.0,1024
1,2.443460952792061,140.0,Z,0,balanced_parity,E2_after_first_H,0.892578125,0.107421875,0.009676526838274165,1024
1,2.443460952792061,140.0,Z,0,balanced_parity,E3_after_oracle,0.861328125,0.138671875,0.010800118727826144,1024
1,2.443460952792061,140.0,Z,0,balanced_parity,E4_after_final_H,0.0,1.0,0.0,1024
1,2.4609142453120048,141.0,X,0,balanced_parity,no_error,0.0,1.0,0.0,1024
1,2.4609142453120048,141.0,X,0,balanced_parity,E1_before_H,0.89453125,0.10546875,0.009598639469297723,1024
1,2.4609142453120048,141.0,X,0,balanced_parity,E2_after_first_H,0.0,1.0,0.0,1024
1,2.4609142453120048,141.0,X,0,balanced_parity,E3_after_oracle,0.0,1.0,0.0,1024
1,2.4609142453120048,141.0,X,0,balanced_parity,E4_after_final_H,0.900390625,0.099609375,0.009358701844120158,1024
1,2.4609142453120048,141.0,Y,0,balanced_parity,no_error,0.0,1.0,0.0,1024
1,2.4609142453120048,141.0,Y,0,balanced_parity,E1_before_H,0.884765625,0.115234375,0.009978268076524683,1024
1,2.4609142453120048,141.0,Y,0,balanced_parity,E2_after_first_H,0.8916015625,0.1083984375,0.009715092571831544,1024
1,2.4609142453120048,141.0,Y,0,balanced_parity,E3_after_oracle,0.8837890625,0.1162109375,0.010014928091265257,1024
1,2.4609142453120048,141.0,Y,0,balanced_parity,E4_after_final_H,0.8876953125,0.1123046875,0.009866904546889517,1024
1,2.4609142453120048,141.0,Z,0,balanced_parity,no_error,0.0,1.0,0.0,1024
1,2.4609142453120048,141.0,Z,0,balanced_parity,E1_before_H,0.0,1.0,0.0,1024
1,2.4609142453120048,141.0,Z,0,balanced_parity,E2_after_first_H,0.892578125,0.107421875,0.009676526838274165,1024
1,2.4609142453120048,141.0,Z,0,balanced_parity,E3_after_oracle,0.880859375,0.119140625,0.01012355971983105,1024
1,2.4609142453120048,141.0,Z,0,balanced_parity,E4_after_final_H,0.0,1.0,0.0,1024
1,2.478367537831948,142.0,X,0,balanced_parity,no_error,0.0,1.0,0.0,1024
1,2.478367537831948,142.0,X,0,balanced_parity,E1_before_H,0.9052734375,0.0947265625,0.009151152637064317,1024
1,2.478367537831948,142.0,X,0,balanced_parity,E2_after_first_H,0.0,1.0,0.0,1024
1,2.478367537831948,142.0,X,0,balanced_parity,E3_after_oracle,0.0,1.0,0.0,1024
1,2.478367537831948,142.0,X,0,balanced_parity,E4_after_final_H,0.912109375,0.087890625,0.00884799274537322,1024
1,2.478367537831948,142.0,Y,0,balanced_parity,no_error,0.0,1.0,0.0,1024
1,2.478367537831948,142.0,Y,0,balanced_parity,E1_before_H,0.8974609375,0.1025390625,0.009479871931493621,1024
1,2.478367537831948,142.0,Y,0,balanced_parity,E2_after_first_H,0.892578125,0.107421875,0.009676526838274165,1024
1,2.478367537831948,142.0,Y,0,balanced_parity,E3_after_oracle,0.900390625,0.099609375,0.009358701844120158,1024
1,2.478367537831948,142.0,Y,0,balanced_parity,E4_after_final_H,0.90234375,0.09765625,0.009276540621075845,1024
1,2.478367537831948,142.0,Z,0,balanced_parity,no_error,0.0,1.0,0.0,1024
1,2.478367537831948,142.0,Z,0,balanced_parity,E1_before_H,0.0,1.0,0.0,1024
1,2.478367537831948,142.0,Z,0,balanced_parity,E2_after_first_H,0.8935546875,0.1064453125,0.009637710152275526,1024
1,2.478367537831948,142.0,Z,0,balanced_parity,E3_after_oracle,0.892578125,0.107421875,0.009676526838274165,1024
1,2.478367537831948,142.0,Z,0,balanced_parity,E4_after_final_H,0.0,1.0,0.0,1024
1,2.4958208303518914,143.0,X,0,balanced_parity,no_error,0.0,1.0,0.0,1024
1,2.4958208303518914,143.0,X,0,balanced_parity,E1_before_H,0.9091796875,0.0908203125,0.008979794122246455,1024
1,2.4958208303518914,143.0,X,0,balanced_parity,E2_after_first_H,0.0,1.0,0.0,1024
1,2.4958208303518914,143.0,X,0,balanced_parity,E3_after_oracle,0.0,1.0,0.0,1024
1,2.4958208303518914,143.0,X,0,balanced_parity,E4_after_final_H,0.8984375,0.1015625,0.00943975338338926,1024
1,2.4958208303518914,143.0,Y,0,balanced_parity,no_error,0.0,1.0,0.0,1024
1,2.4958208303518914,143.0,Y,0,balanced_parity,E1_before_H,0.8984375,0.1015625,0.00943975338338926,1024
1,2.4958208303518914,143.0,Y,0,balanced_parity,E2_after_first_H,0.8896484375,0.1103515625,0.009791483023456723,1024
1,2.4958208303518914,143.0,Y,0,balanced_parity,E3_after_oracle,0.904296875,0.095703125,0.00919323996212464,1024
1,2.4958208303518914,143.0,Y,0,balanced_parity,E4_after_final_H,0.8984375,0.1015625,0.00943975338338926,1024
1,2.4958208303518914,143.0,Z,0,balanced_parity,no_error,0.0,1.0,0.0,1024
1,2.4958208303518914,143.0,Z,0,balanced_parity,E1_before_H,0.0,1.0,0.0,1024
1,2.4958208303518914,143.0,Z,0,balanced_parity,E2_after_first_H,0.9169921875,0.0830078125,0.008621688424719049,1024
1,2.4958208303518914,143.0,Z,0,balanced_parity,E3_after_oracle,0.8994140625,0.1005859375,0.00939936452084651,1024
1,2.4958208303518914,143.0,Z,0,balanced_parity,E4_after_final_H,0.0,1.0,0.0,1024
1,2.5132741228718345,144.0,X,0,balanced_parity,no_error,0.0,1.0,0.0,1024
1,2.5132741228718345,144.0,X,0,balanced_parity,E1_before_H,0.9208984375,0.0791015625,0.00843428789032329,1024
1,2.5132741228718345,144.0,X,0,balanced_parity,E2_after_first_H,0.0,1.0,0.0,1024
1,2.5132741228718345,144.0,X,0,balanced_parity,E3_after_oracle,0.0,1.0,0.0,1024
1,2.5132741228718345,144.0,X,0,balanced_parity,E4_after_final_H,0.8994140625,0.1005859375,0.00939936452084651,1024
1,2.5132741228718345,144.0,Y,0,balanced_parity,no_error,0.0,1.0,0.0,1024
1,2.5132741228718345,144.0,Y,0,balanced_parity,E1_before_H,0.900390625,0.099609375,0.009358701844120158,1024
1,2.5132741228718345,144.0,Y,0,balanced_parity,E2_after_first_H,0.9033203125,0.0966796875,0.0092350346382898,1024
1,2.5132741228718345,144.0,Y,0,balanced_parity,E3_after_oracle,0.888671875,0.111328125,0.009829313500474474,1024
1,2.5132741228718345,144.0,Y,0,balanced_parity,E4_after_final_H,0.900390625,0.099609375,0.009358701844120158,1024
1,2.5132741228718345,144.0,Z,0,balanced_parity,no_error,0.0,1.0,0.0,1024
1,2.5132741228718345,144.0,Z,0,balanced_parity,E1_before_H,0.0,1.0,0.0,1024
1,2.5132741228718345,144.0,Z,0,balanced_parity,E2_after_first_H,0.892578125,0.107421875,0.009676526838274165,1024
1,2.5132741228718345,144.0,Z,0,balanced_parity,E3_after_oracle,0.91015625,0.08984375,0.008936180550874607,1024
1,2.5132741228718345,144.0,Z,0,balanced_parity,E4_after_final_H,0.0,1.0,0.0,1024
1,2.530727415391778,145.0,X,0,balanced_parity,no_error,0.0,1.0,0.0,1024
1,2.530727415391778,145.0,X,0,balanced_parity,E1_before_H,0.9013671875,0.0986328125,0.009317761768438746,1024
1,2.530727415391778,145.0,X,0,balanced_parity,E2_after_first_H,0.0,1.0,0.0,1024
1,2.530727415391778,145.0,X,0,balanced_parity,E3_after_oracle,0.0,1.0,0.0,1024
1,2.530727415391778,145.0,X,0,balanced_parity,E4_after_final_H,0.8974609375,0.1025390625,0.009479871931493621,1024
1,2.530727415391778,145.0,Y,0,balanced_parity,no_error,0.0,1.0,0.0,1024
1,2.530727415391778,145.0,Y,0,balanced_parity,E1_before_H,0.9111328125,0.0888671875,0.008892248340694155,1024
1,2.530727415391778,145.0,Y,0,balanced_parity,E2_after_first_H,0.8994140625,0.1005859375,0.00939936452084651,1024
1,2.530727415391778,145.0,Y,0,balanced_parity,E3_after_oracle,0.91796875,0.08203125,0.008575385151212638,1024
1,2.530727415391778,145.0,Y,0,balanced_parity,E4_after_final_H,0.9091796875,0.0908203125,0.008979794122246455,1024
1,2.530727415391778,145.0,Z,0,balanced_parity,no_error,0.0,1.0,0.0,1024
1,2.530727415391778,145.0,Z,0,balanced_parity,E1_before_H,0.0,1.0,0.0,1024
1,2.530727415391778,145.0,Z,0,balanced_parity,E2_after_first_H,0.888671875,0.111328125,0.009829313500474474,1024
1,2.530727415391778,145.0,Z,0,balanced_parity,E3_after_oracle,0.91796875,0.08203125,0.008575385151212638,1024
1,2.530727415391778,145.0,Z,0,balanced_parity,E4_after_final_H,0.0,1.0,0.0,1024
1,2.548180707911721,146.0,X,0,balanced_parity,no_error,0.0,1.0,0.0,1024
1,2.548180707911721,146.0,X,0,balanced_parity,E1_before_H,0.9208984375,0.0791015625,0.00843428789032329,1024
1,2.548180707911721,146.0,X,0,balanced_parity,E2_after_first_H,0.0,1.0,0.0,1024
1,2.548180707911721,146.0,X,0,balanced_parity,E3_after_oracle,0.0,1.0,0.0,1024
1,2.548180707911721,146.0,X,0,balanced_parity,E4_after_final_H,0.908203125,0.091796875,0.009023093675280399,1024
1,2.548180707911721,146.0,Y,0,balanced_parity,no_error,0.0,1.0,0.0,1024
1,2.548180707911721,146.0,Y,0,balanced_parity,E1_before_H,0.916015625,0.083984375,0.00866763690108679,1024
1,2.548180707911721,146.0,Y,0,balanced_parity,E2_after_first_H,0.9072265625,0.0927734375,0.00906608370922578,1024
1,2.548180707911721,146.0,Y,0,balanced_parity,E3_after_oracle,0.916015625,0.083984375,0.00866763690108679,1024
1,2.548180707911721,146.0,Y,0,balanced_parity,E4_after_final_H,0.9140625,0.0859375,0.00875849175520122,1024
1,2.548180707911721,146.0,Z,0,balanced_parity,no_error,0.0,1.0,0.0,1024
1,2.548180707911721,146.0,Z,0,balanced_parity,E1_before_H,0.0,1.0,0.0,1024
1,2.548180707911721,146.0,Z,0,balanced_parity,E2_after_first_H,0.900390625,0.099609375,0.009358701844120158,1024
1,2.548180707911721,146.0,Z,0,balanced_parity,E3_after_oracle,0.91796875,0.08203125,0.008575385151212638,1024
1,2.548180707911721,146.0,Z,0,balanced_parity,E4_after_final_H,0.0,1.0,0.0,1024
1,2.5656340004316642,147.0,X,0,balanced_parity,no_error,0.0,1.0,0.0,1024
1,2.5656340004316642,147.0,X,0,balanced_parity,E1_before_H,0.91796875,0.08203125,0.008575385151212638,1024
1,2.5656340004316642,147.0,X,0,balanced_parity,E2_after_first_H,0.0,1.0,0.0,1024
1,2.5656340004316642,147.0,X,0,balanced_parity,E3_after_oracle,0.0,1.0,0.0,1024
1,2.5656340004316642,147.0,X,0,balanced_parity,E4_after_final_H,0.9130859375,0.0869140625,0.008803408887847199,1024
1,2.5656340004316642,147.0,Y,0,balanced_parity,no_error,0.0,1.0,0.0,1024
1,2.5656340004316642,147.0,Y,0,balanced_parity,E1_before_H,0.9228515625,0.0771484375,0.008338338372116985,1024
1,2.5656340004316642,147.0,Y,0,balanced_parity,E2_after_first_H,0.9248046875,0.0751953125,0.008240819790432629,1024
1,2.5656340004316642,147.0,Y,0,balanced_parity,E3_after_oracle,0.9248046875,0.0751953125,0.008240819790432629,1024
