n,theta_rad,theta_deg,axis,target_qubit,function,error_position,P0,success,shots
5,0.0,0.0,Z,1,constant_0,E4_after_final_H,1.0,1.0,1024
5,0.0,0.0,Z,1,constant_1,no_error,1.0,1.0,1024
5,0.0,0.0,Z,1,constant_1,E1_before_H,1.0,1.0,1024
5,0.0,0.0,Z,1,constant_1,E2_after_first_H,1.0,1.0,1024
5,0.0,0.0,Z,1,constant_1,E3_after_oracle,1.0,1.0,1024
5,0.0,0.0,Z,1,constant_1,E4_after_final_H,1.0,1.0,1024
5,0.0,0.0,Z,1,balanced,no_error,0.0,1.0,1024
5,0.0,0.0,Z,1,balanced,E1_before_H,0.0,1.0,1024
5,0.0,0.0,Z,1,balanced,E2_after_first_H,0.0,1.0,1024
5,0.0,0.0,Z,1,balanced,E3_after_oracle,0.0,1.0,1024
5,0.0,0.0,Z,1,balanced,E4_after_final_H,0.0,1.0,1024
5,0.0,0.0,Z,2,constant_0,no_error,1.0,1.0,1024
5,0.0,0.0,Z,2,constant_0,E1_before_H,1.0,1.0,1024
5,0.0,0.0,Z,2,constant_0,E2_after_first_H,1.0,1.0,1024
5,0.0,0.0,Z,2,constant_0,E3_after_oracle,1.0,1.0,1024
5,0.0,0.0,Z,2,constant_0,E4_after_final_H,1.0,1.0,1024
5,0.0,0.0,Z,2,constant_1,no_error,1.0,1.0,1024
5,0.0,0.0,Z,2,constant_1,E1_before_H,1.0,1.0,1024
5,0.0,0.0,Z,2,constant_1,E2_after_first_H,1.0,1.0,1024
5,0.0,0.0,Z,2,constant_1,E3_after_oracle,1.0,1.0,1024
5,0.0,0.0,Z,2,constant_1,E4_after_final_H,1.0,1.0,1024
5,0.0,0.0,Z,2,balanced,no_error,0.0,1.0,1024
5,0.0,0.0,Z,2,balanced,E1_before_H,0.0,1.0,1024
5,0.0,0.0,Z,2,balanced,E2_after_first_H,0.0,1.0,1024
5,0.0,0.0,Z,2,balanced,E3_after_oracle,0.0,1.0,1024
5,0.0,0.0,Z,2,balanced,E4_after_final_H,0.0,1.0,1024
5,0.0,0.0,Z,3,constant_0,no_error,1.0,1.0,1024
5,0.0,0.0,Z,3,constant_0,E1_before_H,1.0,1.0,1024
5,0.0,0.0,Z,3,constant_0,E2_after_first_H,1.0,1.0,1024
5,0.0,0.0,Z,3,constant_0,E3_after_oracle,1.0,1.0,1024
5,0.0,0.0,Z,3,constant_0,E4_after_final_H,1.0,1.0,1024
5,0.0,0.0,Z,3,constant_1,no_error,1.0,1.0,1024
5,0.0,0.0,Z,3,constant_1,E1_before_H,1.0,1.0,1024
5,0.0,0.0,Z,3,constant_1,E2_after_first_H,1.0,1.0,1024
5,0.0,0.0,Z,3,constant_1,E3_after_oracle,1.0,1.0,1024
5,0.0,0.0,Z,3,constant_1,E4_after_final_H,1.0,1.0,1024
5,0.0,0.0,Z,3,balanced,no_error,0.0,1.0,1024
5,0.0,0.0,Z,3,balanced,E1_before_H,0.0,1.0,1024
5,0.0,0.0,Z,3,balanced,E2_after_first_H,0.0,1.0,1024
5,0.0,0.0,Z,3,balanced,E3_after_oracle,0.0,1.0,1024
5,0.0,0.0,Z,3,balanced,E4_after_final_H,0.0,1.0,1024
5,0.0,0.0,Z,4,constant_0,no_error,1.0,1.0,1024
5,0.0,0.0,Z,4,constant_0,E1_before_H,1.0,1.0,1024
5,0.0,0.0,Z,4,constant_0,E2_after_first_H,1.0,1.0,1024
5,0.0,0.0,Z,4,constant_0,E3_after_oracle,1.0,1.0,1024
5,0.0,0.0,Z,4,constant_0,E4_after_final_H,1.0,1.0,1024
5,0.0,0.0,Z,4,constant_1,no_error,1.0,1.0,1024
5,0.0,0.0,Z,4,constant_1,E1_before_H,1.0,1.0,1024
5,0.0,0.0,Z,4,constant_1,E2_after_first_H,1.0,1.0,1024
5,0.0,0.0,Z,4,constant_1,E3_after_oracle,1.0,1.0,1024
5,0.0,0.0,Z,4,constant_1,E4_after_final_H,1.0,1.0,1024
5,0.0,0.0,Z,4,balanced,no_error,0.0,1.0,1024
5,0.0,0.0,Z,4,balanced,E1_before_H,0.0,1.0,1024
5,0.0,0.0,Z,4,balanced,E2_after_first_H,0.0,1.0,1024
5,0.0,0.0,Z,4,balanced,E3_after_oracle,0.0,1.0,1024
5,0.0,0.0,Z,4,balanced,E4_after_final_H,0.0,1.0,1024
5,0.17453292519943295,10.0,X,0,constant_0,no_error,1.0,1.0,1024
5,0.17453292519943295,10.0,X,0,constant_0,E1_before_H,0.990234375,0.990234375,1024
5,0.17453292519943295,10.0,X,0,constant_0,E2_after_first_H,1.0,1.0,1024
5,0.17453292519943295,10.0,X,0,constant_0,E3_after_oracle,1.0,1.0,1024
5,0.17453292519943295,10.0,X,0,constant_0,E4_after_final_H,0.994140625,0.994140625,1024
5,0.17453292519943295,10.0,X,0,constant_1,no_error,1.0,1.0,1024
5,0.17453292519943295,10.0,X,0,constant_1,E1_before_H,0.9931640625,0.9931640625,1024
5,0.17453292519943295,10.0,X,0,constant_1,E2_after_first_H,1.0,1.0,1024
5,0.17453292519943295,10.0,X,0,constant_1,E3_after_oracle,1.0,1.0,1024
5,0.17453292519943295,10.0,X,0,constant_1,E4_after_final_H,0.994140625,0.994140625,1024
5,0.17453292519943295,10.0,X,0,balanced,no_error,0.0,1.0,1024
5,0.17453292519943295,10.0,X,0,balanced,E1_before_H,0.0,1.0,1024
5,0.17453292519943295,10.0,X,0,balanced,E2_after_first_H,0.0,1.0,1024
5,0.17453292519943295,10.0,X,0,balanced,E3_after_oracle,0.0,1.0,1024
5,0.17453292519943295,10.0,X,0,balanced,E4_after_final_H,0.0,1.0,1024
5,0.17453292519943295,10.0,X,1,constant_0,no_error,1.0,1.0,1024
5,0.17453292519943295,10.0,X,1,constant_0,E1_before_H,0.99609375,0.99609375,1024
5,0.17453292519943295,10.0,X,1,constant_0,E2_after_first_H,1.0,1.0,1024
5,0.17453292519943295,10.0,X,1,constant_0,E3_after_oracle,1.0,1.0,1024
5,0.17453292519943295,10.0,X,1,constant_0,E4_after_final_H,0.990234375,0.990234375,1024
5,0.17453292519943295,10.0,X,1,constant_1,no_error,1.0,1.0,1024
5,0.17453292519943295,10.0,X,1,constant_1,E1_before_H,0.9931640625,0.9931640625,1024
5,0.17453292519943295,10.0,X,1,constant_1,E2_after_first_H,1.0,1.0,1024
5,0.17453292519943295,10.0,X,1,constant_1,E3_after_oracle,1.0,1.0,1024
5,0.17453292519943295,10.0,X,1,constant_1,E4_after_final_H,0.99609375,0.99609375,1024
5,0.17453292519943295,10.0,X,1,balanced,no_error,0.0,1.0,1024
5,0.17453292519943295,10.0,X,1,balanced,E1_before_H,0.0,1.0,1024
5,0.17453292519943295,10.0,X,1,balanced,E2_after_first_H,0.0,1.0,1024
5,0.17453292519943295,10.0,X,1,balanced,E3_after_oracle,0.0,1.0,1024
5,0.17453292519943295,10.0,X,1,balanced,E4_after_final_H,0.0,1.0,1024
5,0.17453292519943295,10.0,X,2,constant_0,no_error,1.0,1.0,1024
5,0.17453292519943295,10.0,X,2,constant_0,E1_before_H,0.994140625,0.994140625,1024
5,0.17453292519943295,10.0,X,2,constant_0,E2_after_first_H,1.0,1.0,1024
5,0.17453292519943295,10.0,X,2,constant_0,E3_after_oracle,1.0,1.0,1024
5,0.17453292519943295,10.0,X,2,constant_0,E4_after_final_H,0.9921875,0.9921875,1024
5,0.17453292519943295,10.0,X,2,constant_1,no_error,1.0,1.0,1024
5,0.17453292519943295,10.0,X,2,constant_1,E1_before_H,0.994140625,0.994140625,1024
5,0.17453292519943295,10.0,X,2,constant_1,E2_after_first_H,1.0,1.0,1024
5,0.17453292519943295,10.0,X,2,constant_1,E3_after_oracle,1.0,1.0,1024
5,0.17453292519943295,10.0,X,2,constant_1,E4_after_final_H,0.9921875,0.9921875,1024
5,0.17453292519943295,10.0,X,2,balanced,no_error,0.0,1.0,1024
5,0.17453292519943295,10.0,X,2,balanced,E1_before_H,0.0,1.0,1024
5,0.17453292519943295,10.0,X,2,balanced,E2_after_first_H,0.0,1.0,1024
5,0.17453292519943295,10.0,X,2,balanced,E3_after_oracle,0.0,1.0,1024
5,0.17453292519943295,10.0,X,2,balanced,E4_after_final_H,0.0,1.0,1024
5,0.17453292519943295,10.0,X,3,constant_0,no_error,1.0,1.0,1024
5,0.17453292519943295,10.0,X,3,constant_0,E1_before_H,0.9931640625,0.9931640625,1024
5,0.17453292519943295,10.0,X,3,constant_0,E2_after_first_H,1.0,1.0,1024
5,0.17453292519943295,10.0,X,3,constant_0,E3_after_oracle,1.0,1.0,1024
5,0.17453292519943295,10.0,X,3,constant_0,E4_after_final_H,0.986328125,0.986328125,1024
5,0.17453292519943295,10.0,X,3,constant_1,no_error,1.0,1.0,1024
5,0.17453292519943295,10.0,X,3,constant_1,E1_before_H,0.994140625,0.994140625,1024
5,0.17453292519943295,10.0,X,3,constant_1,E2_after_first_H,1.0,1.0,1024
5,0.17453292519943295,10.0,X,3,constant_1,E3_after_oracle,1.0,1.0,1024
5,0.17453292519943295,10.0,X,3,constant_1,E4_after_final_H,0.994140625,0.994140625,1024
5,0.17453292519943295,10.0,X,3,balanced,no_error,0.0,1.0,1024
5,0.17453292519943295,10.0,X,3,balanced,E1_before_H,0.0,1.0,1024
5,0.17453292519943295,10.0,X,3,balanced,E2_after_first_H,0.0,1.0,1024
5,0.17453292519943295,10.0,X,3,balanced,E3_after_oracle,0.0,1.0,1024
5,0.17453292519943295,10.0,X,3,balanced,E4_after_final_H,0.0,1.0,1024
5,0.17453292519943295,10.0,X,4,constant_0,no_error,1.0,1.0,1024
5,0.17453292519943295,10.0,X,4,constant_0,E1_before_H,0.994140625,0.994140625,1024
5,0.17453292519943295,10.0,X,4,constant_0,E2_after_first_H,1.0,1.0,1024
5,0.17453292519943295,10.0,X,4,constant_0,E3_after_oracle,1.0,1.0,1024
5,0.17453292519943295,10.0,X,4,constant_0,E4_after_final_H,0.9931640625,0.9931640625,1024
5,0.17453292519943295,10.0,X,4,constant_1,no_error,1.0,1.0,1024
5,0.17453292519943295,10.0,X,4,constant_1,E1_before_H,0.9951171875,0.9951171875,1024
5,0.17453292519943295,10.0,X,4,constant_1,E2_after_first_H,1.0,1.0,1024
5,0.17453292519943295,10.0,X,4,constant_1,E3_after_oracle,1.0,1.0,1024
5,0.17453292519943295,10.0,X,4,constant_1,E4_after_final_H,0.99609375,0.99609375,1024
5,0.17453292519943295,10.0,X,4,balanced,no_error,0.0,1.0,1024
5,0.17453292519943295,10.0,X,4,balanced,E1_before_H,0.0068359375,0.9931640625,1024
5,0.17453292519943295,10.0,X,4,balanced,E2_after_first_H,0.0,1.0,1024
5,0.17453292519943295,10.0,X,4,balanced,E3_after_oracle,0.0,1.0,1024
5,0.17453292519943295,10.0,X,4,balanced,E4_after_final_H,0.0078125,0.9921875,1024
5,0.17453292519943295,10.0,Y,0,constant_0,no_error,1.0,1.0,1024
5,0.17453292519943295,10.0,Y,0,constant_0,E1_before_H,0.9892578125,0.9892578125,1024
5,0.17453292519943295,10.0,Y,0,constant_0,E2_after_first_H,0.990234375,0.990234375,1024
5,0.17453292519943295,10.0,Y,0,constant_0,E3_after_oracle,0.9951171875,0.9951171875,1024
5,0.17453292519943295,10.0,Y,0,constant_0,E4_after_final_H,0.998046875,0.998046875,1024
5,0.17453292519943295,10.0,Y,0,constant_1,no_error,1.0,1.0,1024
5,0.17453292519943295,10.0,Y,0,constant_1,E1_before_H,0.9931640625,0.9931640625,1024
5,0.17453292519943295,10.0,Y,0,constant_1,E2_after_first_H,0.9921875,0.9921875,1024
5,0.17453292519943295,10.0,Y,0,constant_1,E3_after_oracle,0.99609375,0.99609375,1024
5,0.17453292519943295,10.0,Y,0,constant_1,E4_after_final_H,0.99609375,0.99609375,1024
5,0.17453292519943295,10.0,Y,0,balanced,no_error,0.0,1.0,1024
5,0.17453292519943295,10.0,Y,0,balanced,E1_before_H,0.0,1.0,1024
5,0.17453292519943295,10.0,Y,0,balanced,E2_after_first_H,0.0,1.0,1024
5,0.17453292519943295,10.0,Y,0,balanced,E3_after_oracle,0.0,1.0,1024
5,0.17453292519943295,10.0,Y,0,balanced,E4_after_final_H,0.0,1.0,1024
5,0.17453292519943295,10.0,Y,1,constant_0,no_error,1.0,1.0,1024
5,0.17453292519943295,10.0,Y,1,constant_0,E1_before_H,0.9931640625,0.9931640625,1024
5,0.17453292519943295,10.0,Y,1,constant_0,E2_after_first_H,0.9931640625,0.9931640625,1024
5,0.17453292519943295,10.0,Y,1,constant_0,E3_after_oracle,0.9912109375,0.9912109375,1024
5,0.17453292519943295,10.0,Y,1,constant_0,E4_after_final_H,0.990234375,0.990234375,1024
5,0.17453292519943295,10.0,Y,1,constant_1,no_error,1.0,1.0,1024
5,0.17453292519943295,10.0,Y,1,constant_1,E1_before_H,0.9912109375,0.9912109375,1024
5,0.17453292519943295,10.0,Y,1,constant_1,E2_after_first_H,0.994140625,0.994140625,1024
5,0.17453292519943295,10.0,Y,1,constant_1,E3_after_oracle,0.9912109375,0.9912109375,1024
5,0.17453292519943295,10.0,Y,1,constant_1,E4_after_final_H,0.9892578125,0.9892578125,1024
5,0.17453292519943295,10.0,Y,1,balanced,no_error,0.0,1.0,1024
5,0.17453292519943295,10.0,Y,1,balanced,E1_before_H,0.0,1.0,1024
5,0.17453292519943295,10.0,Y,1,balanced,E2_after_first_H,0.0,1.0,1024
5,0.17453292519943295,10.0,Y,1,balanced,E3_after_oracle,0.0,1.0,1024
5,0.17453292519943295,10.0,Y,1,balanced,E4_after_final_H,0.0,1.0,1024
5,0.17453292519943295,10.0,Y,2,constant_0,no_error,1.0,1.0,1024
5,0.17453292519943295,10.0,Y,2,constant_0,E1_before_H,0.9951171875,0.9951171875,1024
5,0.17453292519943295,10.0,Y,2,constant_0,E2_after_first_H,0.9931640625,0.9931640625,1024
5,0.17453292519943295,10.0,Y,2,constant_0,E3_after_oracle,0.9912109375,0.9912109375,1024
5,0.17453292519943295,10.0,Y,2,constant_0,E4_after_final_H,0.9951171875,0.9951171875,1024
5,0.17453292519943295,10.0,Y,2,constant_1,no_error,1.0,1.0,1024
5,0.17453292519943295,10.0,Y,2,constant_1,E1_before_H,0.9892578125,0.9892578125,1024
5,0.17453292519943295,10.0,Y,2,constant_1,E2_after_first_H,0.9921875,0.9921875,1024
5,0.17453292519943295,10.0,Y,2,constant_1,E3_after_oracle,0.9931640625,0.9931640625,1024
5,0.17453292519943295,10.0,Y,2,constant_1,E4_after_final_H,0.998046875,0.998046875,1024
5,0.17453292519943295,10.0,Y,2,balanced,no_error,0.0,1.0,1024
5,0.17453292519943295,10.0,Y,2,balanced,E1_before_H,0.0,1.0,1024
5,0.17453292519943295,10.0,Y,2,balanced,E2_after_first_H,0.0,1.0,1024
5,0.17453292519943295,10.0,Y,2,balanced,E3_after_oracle,0.0,1.0,1024
5,0.17453292519943295,10.0,Y,2,balanced,E4_after_final_H,0.0,1.0,1024
5,0.17453292519943295,10.0,Y,3,constant_0,no_error,1.0,1.0,1024
5,0.17453292519943295,10.0,Y,3,constant_0,E1_before_H,0.9912109375,0.9912109375,1024
5,0.17453292519943295,10.0,Y,3,constant_0,E2_after_first_H,0.990234375,0.990234375,1024
5,0.17453292519943295,10.0,Y,3,constant_0,E3_after_oracle,0.998046875,0.998046875,1024
5,0.17453292519943295,10.0,Y,3,constant_0,E4_after_final_H,0.994140625,0.994140625,1024
5,0.17453292519943295,10.0,Y,3,constant_1,no_error,1.0,1.0,1024
5,0.17453292519943295,10.0,Y,3,constant_1,E1_before_H,0.9931640625,0.9931640625,1024
5,0.17453292519943295,10.0,Y,3,constant_1,E2_after_first_H,0.9931640625,0.9931640625,1024
5,0.17453292519943295,10.0,Y,3,constant_1,E3_after_oracle,0.986328125,0.986328125,1024
5,0.17453292519943295,10.0,Y,3,constant_1,E4_after_final_H,0.9921875,0.9921875,1024
5,0.17453292519943295,10.0,Y,3,balanced,no_error,0.0,1.0,1024
5,0.17453292519943295,10.0,Y,3,balanced,E1_before_H,0.0,1.0,1024
5,0.17453292519943295,10.0,Y,3,balanced,E2_after_first_H,0.0,1.0,1024
5,0.17453292519943295,10.0,Y,3,balanced,E3_after_oracle,0.0,1.0,1024
5,0.17453292519943295,10.0,Y,3,balanced,E4_after_final_H,0.0,1.0,1024
5,0.17453292519943295,10.0,Y,4,constant_0,no_error,1.0,1.0,1024
5,0.17453292519943295,10.0,Y,4,constant_0,E1_before_H,0.9853515625,0.9853515625,1024
5,0.17453292519943295,10.0,Y,4,constant_0,E2_after_first_H,0.994140625,0.994140625,1024
5,0.17453292519943295,10.0,Y,4,constant_0,E3_after_oracle,0.9912109375,0.9912109375,1024
5,0.17453292519943295,10.0,Y,4,constant_0,E4_after_final_H,0.9951171875,0.9951171875,1024
5,0.17453292519943295,10.0,Y,4,constant_1,no_error,1.0,1.0,1024
5,0.17453292519943295,10.0,Y,4,constant_1,E1_before_H,0.9912109375,0.9912109375,1024
5,0.17453292519943295,10.0,Y,4,constant_1,E2_after_first_H,0.9931640625,0.9931640625,1024
5,0.17453292519943295,10.0,Y,4,constant_1,E3_after_oracle,0.9921875,0.9921875,1024
5,0.17453292519943295,10.0,Y,4,constant_1,E4_after_final_H,0.994140625,0.994140625,1024
5,0.17453292519943295,10.0,Y,4,balanced,no_error,0.0,1.0,1024
5,0.17453292519943295,10.0,Y,4,balanced,E1_before_H,0.0078125,0.9921875,1024
5,0.17453292519943295,10.0,Y,4,balanced,E2_after_first_H,0.0029296875,0.9970703125,1024
5,0.17453292519943295,10.0,Y,4,balanced,E3_after_oracle,0.0048828125,0.9951171875,1024
5,0.17453292519943295,10.0,Y,4,balanced,E4_after_final_H,0.0087890625,0.9912109375,1024
5,0.17453292519943295,10.0,Z,0,constant_0,no_error,1.0,1.0,1024
5,0.17453292519943295,10.0,Z,0,constant_0,E1_before_H,1.0,1.0,1024
5,0.17453292519943295,10.0,Z,0,constant_0,E2_after_first_H,0.98828125,0.98828125,1024
5,0.17453292519943295,10.0,Z,0,constant_0,E3_after_oracle,0.9853515625,0.9853515625,1024
5,0.17453292519943295,10.0,Z,0,constant_0,E4_after_final_H,1.0,1.0,1024
5,0.17453292519943295,10.0,Z,0,constant_1,no_error,1.0,1.0,1024
5,0.17453292519943295,10.0,Z,0,constant_1,E1_before_H,1.0,1.0,1024
5,0.17453292519943295,10.0,Z,0,constant_1,E2_after_first_H,0.9892578125,0.9892578125,1024
5,0.17453292519943295,10.0,Z,0,constant_1,E3_after_oracle,0.9912109375,0.9912109375,1024
5,0.17453292519943295,10.0,Z,0,constant_1,E4_after_final_H,1.0,1.0,1024
5,0.17453292519943295,10.0,Z,0,balanced,no_error,0.0,1.0,1024
5,0.17453292519943295,10.0,Z,0,balanced,E1_before_H,0.0,1.0,1024
5,0.17453292519943295,10.0,Z,0,balanced,E2_after_first_H,0.0,1.0,1024
5,0.17453292519943295,10.0,Z,0,balanced,E3_after_oracle,0.0,1.0,1024
5,0.17453292519943295,10.0,Z,0,balanced,E4_after_final_H,0.0,1.0,1024
5,0.17453292519943295,10.0,Z,1,constant_0,no_error,1.0,1.0,1024
5,0.17453292519943295,10.0,Z,1,constant_0,E1_before_H,1.0,1.0,1024
5,0.17453292519943295,10.0,Z,1,constant_0,E2_after_first_H,0.9892578125,0.9892578125,1024
5,0.17453292519943295,10.0,Z,1,constant_0,E3_after_oracle,0.990234375,0.990234375,1024
5,0.17453292519943295,10.0,Z,1,constant_0,E4_after_final_H,1.0,1.0,1024
5,0.17453292519943295,10.0,Z,1,constant_1,no_error,1.0,1.0,1024
5,0.17453292519943295,10.0,Z,1,constant_1,E1_before_H,1.0,1.0,1024
5,0.17453292519943295,10.0,Z,1,constant_1,E2_after_first_H,0.994140625,0.994140625,1024
5,0.17453292519943295,10.0,Z,1,constant_1,E3_after_oracle,0.994140625,0.994140625,1024
5,0.17453292519943295,10.0,Z,1,constant_1,E4_after_final_H,1.0,1.0,1024
5,0.17453292519943295,10.0,Z,1,balanced,no_error,0.0,1.0,1024
5,0.17453292519943295,10.0,Z,1,balanced,E1_before_H,0.0,1.0,1024
5,0.17453292519943295,10.0,Z,1,balanced,E2_after_first_H,0.0,1.0,1024
5,0.17453292519943295,10.0,Z,1,balanced,E3_after_oracle,0.0,1.0,1024
5,0.17453292519943295,10.0,Z,1,balanced,E4_after_final_H,0.0,1.0,1024
5,0.17453292519943295,10.0,Z,2,constant_0,no_error,1.0,1.0,1024
5,0.17453292519943295,10.0,Z,2,constant_0,E1_before_H,1.0,1.0,1024
5,0.17453292519943295,10.0,Z,2,constant_0,E2_after_first_H,0.9931640625,0.9931640625,1024
5,0.17453292519943295,10.0,Z,2,constant_0,E3_after_oracle,0.9931640625,0.9931640625,1024
5,0.17453292519943295,10.0,Z,2,constant_0,E4_after_final_H,1.0,1.0,1024
5,0.17453292519943295,10.0,Z,2,constant_1,no_error,1.0,1.0,1024
5,0.17453292519943295,10.0,Z,2,constant_1,E1_before_H,1.0,1.0,1024
5,0.17453292519943295,10.0,Z,2,constant_1,E2_after_first_H,0.994140625,0.994140625,1024
5,0.17453292519943295,10.0,Z,2,constant_1,E3_after_oracle,0.994140625,0.994140625,1024
5,0.17453292519943295,10.0,Z,2,constant_1,E4_after_final_H,1.0,1.0,1024
5,0.17453292519943295,10.0,Z,2,balanced,no_error,0.0,1.0,1024
5,0.17453292519943295,10.0,Z,2,balanced,E1_before_H,0.0,1.0,1024
5,0.17453292519943295,10.0,Z,2,balanced,E2_after_first_H,0.0,1.0,1024
5,0.17453292519943295,10.0,Z,2,balanced,E3_after_oracle,0.0,1.0,1024
5,0.17453292519943295,10.0,Z,2,balanced,E4_after_final_H,0.0,1.0,1024
5,0.17453292519943295,10.0,Z,3,constant_0,no_error,1.0,1.0,1024
5,0.17453292519943295,10.0,Z,3,constant_0,E1_before_H,1.0,1.0,1024
5,0.17453292519943295,10.0,Z,3,constant_0,E2_after_first_H,0.994140625,0.994140625,1024
5,0.17453292519943295,10.0,Z,3,constant_0,E3_after_oracle,0.998046875,0.998046875,1024
5,0.17453292519943295,10.0,Z,3,constant_0,E4_after_final_H,1.0,1.0,1024
5,0.17453292519943295,10.0,Z,3,constant_1,no_error,1.0,1.0,1024
5,0.17453292519943295,10.0,Z,3,constant_1,E1_before_H,1.0,1.0,1024
5,0.17453292519943295,10.0,Z,3,constant_1,E2_after_first_H,0.9912109375,0.9912109375,1024
5,0.17453292519943295,10.0,Z,3,constant_1,E3_after_oracle,0.990234375,0.990234375,1024
5,0.17453292519943295,10.0,Z,3,constant_1,E4_after_final_H,1.0,1.0,1024
5,0.17453292519943295,10.0,Z,3,balanced,no_error,0.0,1.0,1024
5,0.17453292519943295,10.0,Z,3,balanced,E1_before_H,0.0,1.0,1024
5,0.17453292519943295,10.0,Z,3,balanced,E2_after_first_H,0.0,1.0,1024
5,0.17453292519943295,10.0,Z,3,balanced,E3_after_oracle,0.0,1.0,1024
5,0.17453292519943295,10.0,Z,3,balanced,E4_after_final_H,0.0,1.0,1024
5,0.17453292519943295,10.0,Z,4,constant_0,no_error,1.0,1.0,1024
5,0.17453292519943295,10.0,Z,4,constant_0,E1_before_H,1.0,1.0,1024
5,0.17453292519943295,10.0,Z,4,constant_0,E2_after_first_H,0.9912109375,0.9912109375,1024
5,0.17453292519943295,10.0,Z,4,constant_0,E3_after_oracle,0.9951171875,0.9951171875,1024
5,0.17453292519943295,10.0,Z,4,constant_0,E4_after_final_H,1.0,1.0,1024
5,0.17453292519943295,10.0,Z,4,constant_1,no_error,1.0,1.0,1024
5,0.17453292519943295,10.0,Z,4,constant_1,E1_before_H,1.0,1.0,1024
5,0.17453292519943295,10.0,Z,4,constant_1,E2_after_first_H,0.994140625,0.994140625,1024
5,0.17453292519943295,10.0,Z,4,constant_1,E3_after_oracle,0.9931640625,0.9931640625,1024
5,0.17453292519943295,10.0,Z,4,constant_1,E4_after_final_H,1.0,1.0,1024
5,0.17453292519943295,10.0,Z,4,balanced,no_error,0.0,1.0,1024
5,0.17453292519943295,10.0,Z,4,balanced,E1_before_H,0.0,1.0,1024
5,0.17453292519943295,10.0,Z,4,balanced,E2_after_first_H,0.0078125,0.9921875,1024
5,0.17453292519943295,10.0,Z,4,balanced,E3_after_oracle,0.0048828125,0.9951171875,1024
5,0.17453292519943295,10.0,Z,4,balanced,E4_after_final_H,0.0,1.0,1024
5,0.3490658503988659,20.0,X,0,constant_0,no_error,1.0,1.0,1024
5,0.3490658503988659,20.0,X,0,constant_0,E1_before_H,0.984375,0.984375,1024
5,0.3490658503988659,20.0,X,0,constant_0,E2_after_first_H,1.0,1.0,1024
5,0.3490658503988659,20.0,X,0,constant_0,E3_after_oracle,1.0,1.0,1024
5,0.3490658503988659,20.0,X,0,constant_0,E4_after_final_H,0.9619140625,0.9619140625,1024
5,0.3490658503988659,20.0,X,0,constant_1,no_error,1.0,1.0,1024
5,0.3490658503988659,20.0,X,0,constant_1,E1_before_H,0.966796875,0.966796875,1024
5,0.3490658503988659,20.0,X,0,constant_1,E2_after_first_H,1.0,1.0,1024
5,0.3490658503988659,20.0,X,0,constant_1,E3_after_oracle,1.0,1.0,1024
5,0.3490658503988659,20.0,X,0,constant_1,E4_after_final_H,0.9716796875,0.9716796875,1024
5,0.3490658503988659,20.0,X,0,balanced,no_error,0.0,1.0,1024
5,0.3490658503988659,20.0,X,0,balanced,E1_before_H,0.0,1.0,1024
5,0.3490658503988659,20.0,X,0,balanced,E2_after_first_H,0.0,1.0,1024
5,0.3490658503988659,20.0,X,0,balanced,E3_after_oracle,0.0,1.0,1024
5,0.3490658503988659,20.0,X,0,balanced,E4_after_final_H,0.0,1.0,1024
5,0.3490658503988659,20.0,X,1,constant_0,no_error,1.0,1.0,1024
5,0.3490658503988659,20.0,X,1,constant_0,E1_before_H,0.9658203125,0.9658203125,1024
5,0.3490658503988659,20.0,X,1,constant_0,E2_after_first_H,1.0,1.0,1024
5,0.3490658503988659,20.0,X,1,constant_0,E3_after_oracle,1.0,1.0,1024
5,0.3490658503988659,20.0,X,1,constant_0,E4_after_final_H,0.96484375,0.96484375,1024
5,0.3490658503988659,20.0,X,1,constant_1,no_error,1.0,1.0,1024
5,0.3490658503988659,20.0,X,1,constant_1,E1_before_H,0.9755859375,0.9755859375,1024
5,0.3490658503988659,20.0,X,1,constant_1,E2_after_first_H,1.0,1.0,1024
5,0.3490658503988659,20.0,X,1,constant_1,E3_after_oracle,1.0,1.0,1024
5,0.3490658503988659,20.0,X,1,constant_1,E4_after_final_H,0.970703125,0.970703125,1024
5,0.3490658503988659,20.0,X,1,balanced,no_error,0.0,1.0,1024
5,0.3490658503988659,20.0,X,1,balanced,E1_before_H,0.0,1.0,1024
5,0.3490658503988659,20.0,X,1,balanced,E2_after_first_H,0.0,1.0,1024
5,0.3490658503988659,20.0,X,1,balanced,E3_after_oracle,0.0,1.0,1024
5,0.3490658503988659,20.0,X,1,balanced,E4_after_final_H,0.0,1.0,1024
5,0.3490658503988659,20.0,X,2,constant_0,no_error,1.0,1.0,1024
5,0.3490658503988659,20.0,X,2,constant_0,E1_before_H,0.9697265625,0.9697265625,1024
5,0.3490658503988659,20.0,X,2,constant_0,E2_after_first_H,1.0,1.0,1024
5,0.3490658503988659,20.0,X,2,constant_0,E3_after_oracle,1.0,1.0,1024
5,0.3490658503988659,20.0,X,2,constant_0,E4_after_final_H,0.9755859375,0.9755859375,1024
5,0.3490658503988659,20.0,X,2,constant_1,no_error,1.0,1.0,1024
5,0.3490658503988659,20.0,X,2,constant_1,E1_before_H,0.9736328125,0.9736328125,1024
5,0.3490658503988659,20.0,X,2,constant_1,E2_after_first_H,1.0,1.0,1024
5,0.3490658503988659,20.0,X,2,constant_1,E3_after_oracle,1.0,1.0,1024
